;feature_1;feature_2;feature_3;Label;gravity_1;gravity_2;gravity_3;bodymotion_1;bodymotion_2;bodymotion_3
3037;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3038;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3039;40;37;51;2;39.0;39.0;51.0;-1.0;2.0;0.0
3040;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3041;38;39;51;2;39.0;39.0;51.0;1.0;0.0;0.0
3042;39;37;50;2;39.0;39.0;51.0;0.0;2.0;1.0
3043;40;38;50;2;39.0;39.0;51.0;-1.0;1.0;1.0
3044;39;38;52;2;39.0;39.0;51.0;0.0;1.0;-1.0
3045;38;38;51;2;39.0;39.0;51.0;1.0;1.0;0.0
3046;39;38;50;2;39.0;39.0;51.0;0.0;1.0;1.0
3047;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3048;38;37;50;2;39.0;39.0;51.0;1.0;2.0;1.0
3049;38;38;51;2;39.0;39.0;51.0;1.0;1.0;0.0
3050;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
3051;39;38;50;2;39.0;39.0;51.0;0.0;1.0;1.0
3052;38;39;51;2;39.0;39.0;51.0;1.0;0.0;0.0
3053;38;40;51;2;39.0;39.0;51.0;1.0;-1.0;0.0
3054;40;38;51;2;39.0;39.0;51.0;-1.0;1.0;0.0
3055;39;39;51;2;39.0;39.0;51.0;0.0;0.0;0.0
3056;39;39;51;2;39.0;39.0;51.0;0.0;0.0;0.0
3057;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3058;38;38;52;2;39.0;39.0;51.0;1.0;1.0;-1.0
3059;39;38;52;2;39.0;38.0;51.0;0.0;0.0;-1.0
3060;40;39;50;2;39.0;38.0;51.0;-1.0;-1.0;1.0
3061;41;39;50;2;39.0;38.0;51.0;-2.0;-1.0;1.0
3062;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
3063;39;39;51;2;39.0;38.0;51.0;0.0;-1.0;0.0
3064;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
3065;39;39;50;2;39.0;38.0;51.0;0.0;-1.0;1.0
3066;40;38;52;2;39.0;39.0;51.0;-1.0;1.0;-1.0
3067;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3068;40;38;51;2;39.0;39.0;51.0;-1.0;1.0;0.0
3069;38;38;50;2;39.0;39.0;51.0;1.0;1.0;1.0
3070;39;39;51;2;39.0;39.0;51.0;0.0;0.0;0.0
3071;39;38;51;2;39.0;39.0;51.0;0.0;1.0;0.0
3072;39;39;51;2;39.0;39.0;51.0;0.0;0.0;0.0
3073;39;39;51;2;39.0;39.0;51.0;0.0;0.0;0.0
3074;40;38;50;2;39.0;39.0;51.0;-1.0;1.0;1.0
3075;39;39;51;2;39.0;39.0;50.0;0.0;0.0;-1.0
3076;39;39;51;2;39.0;39.0;50.0;0.0;0.0;-1.0
3077;40;39;50;2;39.0;39.0;50.0;-1.0;0.0;0.0
3078;38;38;51;2;39.0;39.0;50.0;1.0;1.0;-1.0
3079;38;39;50;2;39.0;39.0;50.0;1.0;0.0;0.0
3080;39;40;50;2;39.0;39.0;50.0;0.0;-1.0;0.0
3081;40;39;51;2;39.0;39.0;50.0;-1.0;0.0;-1.0
3082;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3083;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3084;39;38;51;2;40.0;39.0;50.0;1.0;1.0;-1.0
3085;41;38;51;2;40.0;39.0;50.0;-1.0;1.0;-1.0
3086;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3087;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3088;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3089;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3090;39;39;51;2;40.0;39.0;50.0;1.0;0.0;-1.0
3091;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3092;40;40;50;2;40.0;39.0;50.0;0.0;-1.0;0.0
3093;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3094;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3095;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3096;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3097;39;40;50;2;40.0;39.0;50.0;1.0;-1.0;0.0
3098;41;38;50;2;40.0;39.0;50.0;-1.0;1.0;0.0
3099;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3100;40;39;52;2;40.0;39.0;50.0;0.0;0.0;-2.0
3101;39;40;50;2;40.0;39.0;50.0;1.0;-1.0;0.0
3102;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3103;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3104;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3105;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3106;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3107;40;40;51;2;40.0;39.0;50.0;0.0;-1.0;-1.0
3108;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3109;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3110;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3111;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3112;39;38;50;2;40.0;39.0;50.0;1.0;1.0;0.0
3113;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3114;39;40;50;2;40.0;39.0;50.0;1.0;-1.0;0.0
3115;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3116;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3117;41;38;50;2;40.0;39.0;50.0;-1.0;1.0;0.0
3118;40;40;50;2;40.0;39.0;50.0;0.0;-1.0;0.0
3119;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3120;41;40;50;2;40.0;39.0;50.0;-1.0;-1.0;0.0
3121;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3122;38;39;51;2;40.0;39.0;50.0;2.0;0.0;-1.0
3123;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3124;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3125;38;39;50;2;40.0;39.0;50.0;2.0;0.0;0.0
3126;39;39;49;2;40.0;39.0;50.0;1.0;0.0;1.0
3127;39;38;50;2;40.0;39.0;50.0;1.0;1.0;0.0
3128;41;39;50;2;40.0;39.0;50.0;-1.0;0.0;0.0
3129;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3130;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3131;40;40;49;2;40.0;39.0;50.0;0.0;-1.0;1.0
3132;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3133;41;40;51;2;40.0;39.0;50.0;-1.0;-1.0;-1.0
3134;39;38;50;2;40.0;39.0;50.0;1.0;1.0;0.0
3135;41;39;50;2;40.0;39.0;50.0;-1.0;0.0;0.0
3136;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3137;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3138;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3139;41;40;51;2;40.0;39.0;50.0;-1.0;-1.0;-1.0
3140;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3141;39;40;51;2;40.0;39.0;50.0;1.0;-1.0;-1.0
3142;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3143;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3144;41;39;51;2;40.0;39.0;50.0;-1.0;0.0;-1.0
3145;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3146;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3147;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3148;39;38;50;2;40.0;39.0;50.0;1.0;1.0;0.0
3149;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3150;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3151;41;38;50;2;40.0;39.0;50.0;-1.0;1.0;0.0
3152;41;39;51;2;40.0;39.0;50.0;-1.0;0.0;-1.0
3153;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3154;41;39;50;2;40.0;39.0;50.0;-1.0;0.0;0.0
3155;40;40;50;2;40.0;39.0;50.0;0.0;-1.0;0.0
3156;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3157;39;40;51;2;40.0;39.0;50.0;1.0;-1.0;-1.0
3158;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3159;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3160;39;38;51;2;40.0;39.0;50.0;1.0;1.0;-1.0
3161;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3162;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3163;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3164;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3165;40;37;50;2;40.0;39.0;50.0;0.0;2.0;0.0
3166;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3167;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3168;39;38;52;2;40.0;39.0;50.0;1.0;1.0;-2.0
3169;38;38;51;2;40.0;39.0;50.0;2.0;1.0;-1.0
3170;41;39;51;2;40.0;39.0;50.0;-1.0;0.0;-1.0
3171;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3172;41;38;50;2;40.0;39.0;50.0;-1.0;1.0;0.0
3173;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3174;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3175;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3176;39;39;51;2;40.0;39.0;50.0;1.0;0.0;-1.0
3177;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3178;39;38;51;2;40.0;39.0;50.0;1.0;1.0;-1.0
3179;41;40;51;2;40.0;39.0;50.0;-1.0;-1.0;-1.0
3180;41;39;50;2;40.0;39.0;50.0;-1.0;0.0;0.0
3181;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3182;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3183;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3184;39;39;52;2;40.0;39.0;51.0;1.0;0.0;-1.0
3185;39;38;50;2;40.0;39.0;51.0;1.0;1.0;1.0
3186;40;39;50;2;40.0;39.0;51.0;0.0;0.0;1.0
3187;39;38;51;2;40.0;39.0;51.0;1.0;1.0;0.0
3188;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3189;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3190;40;40;51;2;40.0;39.0;51.0;0.0;-1.0;0.0
3191;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3192;40;39;50;2;40.0;39.0;51.0;0.0;0.0;1.0
3193;39;38;50;2;40.0;39.0;51.0;1.0;1.0;1.0
3194;38;39;50;2;40.0;39.0;51.0;2.0;0.0;1.0
3195;39;38;50;2;40.0;39.0;51.0;1.0;1.0;1.0
3196;39;39;50;2;40.0;39.0;51.0;1.0;0.0;1.0
3197;39;38;50;2;40.0;39.0;51.0;1.0;1.0;1.0
3198;40;39;50;2;40.0;39.0;51.0;0.0;0.0;1.0
3199;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3200;40;38;50;2;40.0;39.0;51.0;0.0;1.0;1.0
3201;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3202;41;39;50;2;40.0;39.0;51.0;-1.0;0.0;1.0
3203;40;39;50;2;40.0;39.0;51.0;0.0;0.0;1.0
3204;39;39;50;2;40.0;39.0;51.0;1.0;0.0;1.0
3205;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3206;40;40;50;2;40.0;39.0;51.0;0.0;-1.0;1.0
3207;39;39;50;2;40.0;39.0;51.0;1.0;0.0;1.0
3208;40;38;50;2;40.0;39.0;51.0;0.0;1.0;1.0
3209;40;39;51;2;40.0;39.0;51.0;0.0;0.0;0.0
3210;39;40;51;2;40.0;39.0;51.0;1.0;-1.0;0.0
3211;40;40;51;2;40.0;39.0;51.0;0.0;-1.0;0.0
3212;40;39;50;2;40.0;39.0;51.0;0.0;0.0;1.0
3213;41;39;51;2;40.0;39.0;51.0;-1.0;0.0;0.0
3214;40;39;51;2;40.0;39.0;50.0;0.0;0.0;-1.0
3215;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3216;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3217;39;40;51;2;40.0;39.0;50.0;1.0;-1.0;-1.0
3218;40;40;51;2;40.0;39.0;50.0;0.0;-1.0;-1.0
3219;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3220;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3221;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
3222;40;39;51;2;40.0;39.0;51.0;0.0;0.0;0.0
3223;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3224;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3225;40;37;51;2;40.0;39.0;50.0;0.0;2.0;-1.0
3226;39;40;50;2;40.0;39.0;50.0;1.0;-1.0;0.0
3227;39;38;51;2;40.0;39.0;50.0;1.0;1.0;-1.0
3228;41;39;50;2;40.0;39.0;50.0;-1.0;0.0;0.0
3229;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3230;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3231;40;39;51;2;40.0;39.0;51.0;0.0;0.0;0.0
3232;40;38;50;2;40.0;39.0;51.0;0.0;1.0;1.0
3233;40;38;51;2;40.0;39.0;51.0;0.0;1.0;0.0
3234;39;39;50;2;40.0;39.0;51.0;1.0;0.0;1.0
3235;41;39;49;2;40.0;39.0;51.0;-1.0;0.0;2.0
3236;40;38;50;2;40.0;39.0;51.0;0.0;1.0;1.0
3237;39;39;50;2;40.0;39.0;51.0;1.0;0.0;1.0
3238;41;39;50;2;40.0;38.0;51.0;-1.0;-1.0;1.0
3239;41;39;51;2;40.0;38.0;51.0;-1.0;-1.0;0.0
3240;40;39;51;2;40.0;38.0;51.0;0.0;-1.0;0.0
3241;39;38;50;2;40.0;38.0;51.0;1.0;0.0;1.0
3242;41;39;50;2;40.0;38.0;51.0;-1.0;-1.0;1.0
3243;40;38;50;2;40.0;38.0;51.0;0.0;0.0;1.0
3244;41;38;51;2;40.0;38.0;51.0;-1.0;0.0;0.0
3245;40;39;50;2;40.0;38.0;51.0;0.0;-1.0;1.0
3246;40;38;50;2;40.0;38.0;51.0;0.0;0.0;1.0
3247;39;39;50;2;40.0;38.0;51.0;1.0;-1.0;1.0
3248;40;38;51;2;40.0;38.0;51.0;0.0;0.0;0.0
3249;40;38;50;2;40.0;38.0;51.0;0.0;0.0;1.0
3250;41;39;50;2;40.0;38.0;51.0;-1.0;-1.0;1.0
3251;39;38;50;2;40.0;38.0;51.0;1.0;0.0;1.0
3252;40;38;50;2;40.0;38.0;51.0;0.0;0.0;1.0
3253;41;39;51;2;40.0;38.0;51.0;-1.0;-1.0;0.0
3254;41;38;51;2;40.0;38.0;51.0;-1.0;0.0;0.0
3255;40;39;51;2;40.0;38.0;51.0;0.0;-1.0;0.0
3256;39;39;51;2;40.0;38.0;51.0;1.0;-1.0;0.0
3257;40;39;51;2;40.0;38.0;51.0;0.0;-1.0;0.0
3258;40;39;50;2;40.0;38.0;51.0;0.0;-1.0;1.0
3259;40;39;50;2;40.0;38.0;51.0;0.0;-1.0;1.0
3260;40;38;51;2;40.0;38.0;51.0;0.0;0.0;0.0
3261;38;37;51;2;40.0;38.0;51.0;2.0;1.0;0.0
3262;40;38;51;2;40.0;38.0;51.0;0.0;0.0;0.0
3263;39;38;51;2;40.0;38.0;51.0;1.0;0.0;0.0
3264;40;37;51;2;40.0;38.0;51.0;0.0;1.0;0.0
3265;40;38;51;2;40.0;38.0;50.0;0.0;0.0;-1.0
3266;40;39;51;2;40.0;38.0;50.0;0.0;-1.0;-1.0
3267;39;39;50;2;40.0;38.0;50.0;1.0;-1.0;0.0
3268;39;38;51;2;40.0;38.0;50.0;1.0;0.0;-1.0
3269;40;38;51;2;40.0;38.0;50.0;0.0;0.0;-1.0
3270;40;38;51;2;40.0;38.0;51.0;0.0;0.0;0.0
3271;39;38;50;2;39.0;38.0;51.0;0.0;0.0;1.0
3272;40;37;50;2;39.0;38.0;51.0;-1.0;1.0;1.0
3273;40;38;50;2;39.0;38.0;51.0;-1.0;0.0;1.0
3274;40;38;50;2;39.0;38.0;51.0;-1.0;0.0;1.0
3275;40;39;51;2;39.0;38.0;50.0;-1.0;-1.0;-1.0
3276;39;39;52;2;39.0;38.0;50.0;0.0;-1.0;-2.0
3277;40;37;52;2;39.0;38.0;50.0;-1.0;1.0;-2.0
3278;40;39;53;2;39.0;38.0;50.0;-1.0;-1.0;-3.0
3279;39;36;52;2;39.0;37.0;50.0;0.0;1.0;-2.0
3280;38;41;53;2;39.0;37.0;50.0;1.0;-4.0;-3.0
3281;36;40;55;2;39.0;37.0;50.0;3.0;-3.0;-5.0
3282;38;40;55;2;39.0;37.0;50.0;1.0;-3.0;-5.0
3283;37;38;55;2;39.0;36.0;50.0;2.0;-2.0;-5.0
3284;39;36;53;2;39.0;36.0;50.0;0.0;0.0;-3.0
3285;40;36;53;2;38.0;36.0;50.0;-2.0;0.0;-3.0
3286;41;34;52;2;38.0;36.0;50.0;-3.0;2.0;-2.0
3287;41;33;50;2;38.0;36.0;51.0;-3.0;3.0;1.0
3288;38;32;50;2;38.0;36.0;51.0;0.0;4.0;1.0
3289;38;31;49;2;38.0;36.0;51.0;0.0;5.0;2.0
3290;39;29;49;2;38.0;36.0;51.0;-1.0;7.0;2.0
3291;39;28;49;2;37.0;36.0;51.0;-2.0;8.0;2.0
3292;38;28;49;2;37.0;36.0;51.0;-1.0;8.0;2.0
3293;37;27;49;2;37.0;36.0;51.0;0.0;9.0;2.0
3294;37;26;50;2;37.0;36.0;51.0;0.0;10.0;1.0
3295;37;26;51;2;37.0;36.0;51.0;0.0;10.0;0.0
3296;35;26;50;2;36.0;36.0;51.0;1.0;10.0;1.0
3297;35;25;50;2;36.0;36.0;51.0;1.0;11.0;1.0
3298;35;24;50;2;36.0;36.0;51.0;1.0;12.0;1.0
3299;36;23;50;2;36.0;36.0;51.0;0.0;13.0;1.0
3300;36;23;50;2;36.0;36.0;51.0;0.0;13.0;1.0
3301;35;25;51;2;36.0;36.0;51.0;1.0;11.0;0.0
3302;34;23;50;2;36.0;36.0;51.0;2.0;13.0;1.0
3303;35;24;51;2;36.0;36.0;51.0;1.0;12.0;0.0
3304;35;24;51;2;36.0;36.0;50.0;1.0;12.0;-1.0
3305;36;23;51;2;36.0;36.0;50.0;0.0;13.0;-1.0
3306;37;24;50;2;36.0;36.0;50.0;-1.0;12.0;0.0
3307;35;24;50;2;35.0;36.0;50.0;0.0;12.0;0.0
3308;35;22;50;2;35.0;36.0;50.0;0.0;14.0;0.0
3309;36;22;50;2;35.0;36.0;50.0;-1.0;14.0;0.0
3310;36;22;50;2;35.0;36.0;50.0;-1.0;14.0;0.0
3311;35;22;48;2;35.0;36.0;50.0;0.0;14.0;2.0
3312;33;22;47;2;35.0;36.0;50.0;2.0;14.0;3.0
3313;35;21;48;2;35.0;36.0;50.0;0.0;15.0;2.0
3314;34;20;46;2;35.0;36.0;50.0;1.0;16.0;4.0
3315;34;19;45;2;35.0;36.0;50.0;1.0;17.0;5.0
3316;33;21;44;2;35.0;36.0;50.0;2.0;15.0;6.0
3317;35;22;47;2;35.0;36.0;50.0;0.0;14.0;3.0
3318;35;25;50;2;35.0;36.0;50.0;0.0;11.0;0.0
3319;33;31;51;2;35.0;36.0;50.0;2.0;5.0;-1.0
3320;34;35;53;2;35.0;36.0;50.0;1.0;1.0;-3.0
3321;35;38;54;2;35.0;38.0;50.0;0.0;0.0;-4.0
3322;35;41;56;2;35.0;39.0;50.0;0.0;-2.0;-6.0
3323;35;41;54;2;35.0;39.0;50.0;0.0;-2.0;-4.0
3324;36;40;54;2;35.0;39.0;50.0;-1.0;-1.0;-4.0
3325;34;39;54;2;35.0;39.0;50.0;1.0;0.0;-4.0
3326;35;39;53;2;35.0;40.0;50.0;0.0;1.0;-3.0
3327;35;39;53;2;35.0;41.0;50.0;0.0;2.0;-3.0
3328;34;39;52;2;35.0;41.0;50.0;1.0;2.0;-2.0
3329;35;41;52;2;35.0;41.0;50.0;0.0;0.0;-2.0
3330;36;41;51;2;35.0;41.0;50.0;-1.0;0.0;-1.0
3331;35;43;51;2;35.0;42.0;49.0;0.0;-1.0;-2.0
3332;36;43;51;2;36.0;42.0;49.0;0.0;-1.0;-2.0
3333;35;43;51;2;36.0;42.0;49.0;1.0;-1.0;-2.0
3334;35;43;51;2;36.0;42.0;49.0;1.0;-1.0;-2.0
3335;35;43;50;2;36.0;42.0;49.0;1.0;-1.0;-1.0
3336;35;45;50;2;36.0;42.0;49.0;1.0;-3.0;-1.0
3337;35;45;49;2;36.0;43.0;49.0;1.0;-2.0;0.0
3338;35;45;49;2;36.0;43.0;49.0;1.0;-2.0;0.0
3339;35;43;50;2;36.0;43.0;49.0;1.0;0.0;-1.0
3340;36;44;48;2;36.0;43.0;49.0;0.0;-1.0;1.0
3341;36;46;48;2;36.0;43.0;49.0;0.0;-3.0;1.0
3342;35;44;48;2;36.0;43.0;49.0;1.0;-1.0;1.0
3343;37;45;49;2;36.0;43.0;49.0;-1.0;-2.0;0.0
3344;36;45;48;2;36.0;43.0;49.0;0.0;-2.0;1.0
3345;36;45;48;2;36.0;43.0;49.0;0.0;-2.0;1.0
3346;36;45;48;2;36.0;43.0;49.0;0.0;-2.0;1.0
3347;37;45;47;2;36.0;43.0;49.0;-1.0;-2.0;2.0
3348;36;44;48;2;36.0;43.0;49.0;0.0;-1.0;1.0
3349;37;45;47;2;36.0;43.0;49.0;-1.0;-2.0;2.0
3350;36;43;48;2;36.0;43.0;49.0;0.0;0.0;1.0
3351;37;43;47;2;36.0;43.0;49.0;-1.0;0.0;2.0
3352;37;44;49;2;37.0;43.0;49.0;0.0;-1.0;0.0
3353;37;45;49;2;37.0;43.0;49.0;0.0;-2.0;0.0
3354;37;44;48;2;37.0;43.0;49.0;0.0;-1.0;1.0
3355;37;44;47;2;37.0;43.0;49.0;0.0;-1.0;2.0
3356;37;44;48;2;37.0;43.0;49.0;0.0;-1.0;1.0
3357;38;44;47;2;37.0;43.0;49.0;-1.0;-1.0;2.0
3358;36;46;48;2;37.0;43.0;49.0;1.0;-3.0;1.0
3359;37;45;47;2;37.0;43.0;49.0;0.0;-2.0;2.0
3360;38;44;47;2;37.0;43.0;49.0;-1.0;-1.0;2.0
3361;38;45;47;2;37.0;43.0;49.0;-1.0;-2.0;2.0
3362;37;46;46;2;37.0;43.0;49.0;0.0;-3.0;3.0
3363;39;43;49;2;37.0;43.0;49.0;-2.0;0.0;0.0
3364;39;42;48;2;37.0;43.0;49.0;-2.0;1.0;1.0
3365;37;42;46;2;37.0;43.0;49.0;0.0;1.0;3.0
3366;38;43;48;2;37.0;43.0;49.0;-1.0;0.0;1.0
3367;38;42;48;2;37.0;43.0;49.0;-1.0;1.0;1.0
3368;40;42;49;2;37.0;43.0;49.0;-3.0;1.0;0.0
3369;39;44;48;2;37.0;43.0;49.0;-2.0;-1.0;1.0
3370;40;41;48;2;37.0;43.0;49.0;-3.0;2.0;1.0
3371;38;42;49;2;38.0;43.0;49.0;0.0;1.0;0.0
3372;38;45;48;2;38.0;43.0;49.0;0.0;-2.0;1.0
3373;36;42;50;2;38.0;42.0;49.0;2.0;0.0;-1.0
3374;35;44;50;2;38.0;42.0;49.0;3.0;-2.0;-1.0
3375;37;45;50;2;38.0;42.0;49.0;1.0;-3.0;-1.0
3376;39;44;49;2;38.0;42.0;49.0;-1.0;-2.0;0.0
3377;38;43;50;2;38.0;42.0;49.0;0.0;-1.0;-1.0
3378;38;42;50;2;38.0;42.0;49.0;0.0;0.0;-1.0
3379;37;43;49;2;38.0;42.0;50.0;1.0;-1.0;1.0
3380;36;42;48;2;38.0;42.0;50.0;2.0;0.0;2.0
3381;37;42;51;2;38.0;42.0;50.0;1.0;0.0;-1.0
3382;37;43;48;2;38.0;41.0;50.0;1.0;-2.0;2.0
3383;39;39;50;2;38.0;41.0;50.0;-1.0;2.0;0.0
3384;39;38;50;2;38.0;40.0;50.0;-1.0;2.0;0.0
3385;40;38;51;2;38.0;40.0;50.0;-2.0;2.0;-1.0
3386;38;40;51;2;38.0;40.0;50.0;0.0;0.0;-1.0
3387;40;39;50;2;38.0;40.0;50.0;-2.0;1.0;0.0
3388;38;40;51;2;38.0;40.0;50.0;0.0;0.0;-1.0
3389;37;39;50;2;39.0;40.0;50.0;2.0;1.0;0.0
3390;38;41;51;2;39.0;40.0;50.0;1.0;-1.0;-1.0
3391;37;40;50;2;39.0;40.0;50.0;2.0;0.0;0.0
3392;38;40;50;2;39.0;40.0;50.0;1.0;0.0;0.0
3393;38;40;50;2;39.0;40.0;50.0;1.0;0.0;0.0
3394;38;40;51;2;39.0;40.0;50.0;1.0;0.0;-1.0
3395;39;40;49;2;39.0;40.0;50.0;0.0;0.0;1.0
3396;39;40;51;2;39.0;40.0;50.0;0.0;0.0;-1.0
3397;38;39;51;2;39.0;40.0;50.0;1.0;1.0;-1.0
3398;40;39;51;2;39.0;40.0;50.0;-1.0;1.0;-1.0
3399;38;39;51;2;39.0;40.0;50.0;1.0;1.0;-1.0
3400;37;39;51;2;39.0;40.0;50.0;2.0;1.0;-1.0
3401;39;40;49;2;39.0;40.0;50.0;0.0;0.0;1.0
3402;38;38;50;2;39.0;40.0;50.0;1.0;2.0;0.0
3403;39;39;50;2;39.0;40.0;50.0;0.0;1.0;0.0
3404;40;39;50;2;39.0;40.0;50.0;-1.0;1.0;0.0
3405;39;38;51;2;39.0;39.0;50.0;0.0;1.0;-1.0
3406;39;39;51;2;39.0;39.0;50.0;0.0;0.0;-1.0
3407;40;40;51;2;39.0;39.0;50.0;-1.0;-1.0;-1.0
3408;40;38;50;2;39.0;39.0;50.0;-1.0;1.0;0.0
3409;39;40;50;2;39.0;39.0;50.0;0.0;-1.0;0.0
3410;40;40;50;2;39.0;39.0;50.0;-1.0;-1.0;0.0
3411;39;40;50;2;39.0;39.0;50.0;0.0;-1.0;0.0
3412;39;40;50;2;39.0;39.0;50.0;0.0;-1.0;0.0
3413;39;38;51;2;39.0;39.0;50.0;0.0;1.0;-1.0
3414;39;38;50;2;39.0;39.0;50.0;0.0;1.0;0.0
3415;40;38;50;2;39.0;39.0;50.0;-1.0;1.0;0.0
3416;40;38;51;2;39.0;39.0;50.0;-1.0;1.0;-1.0
3417;39;38;50;2;40.0;39.0;50.0;1.0;1.0;0.0
3418;41;39;50;2;40.0;39.0;50.0;-1.0;0.0;0.0
3419;41;40;50;2;40.0;39.0;50.0;-1.0;-1.0;0.0
3420;40;38;51;2;40.0;39.0;50.0;0.0;1.0;-1.0
3421;39;39;50;2;40.0;39.0;50.0;1.0;0.0;0.0
3422;40;40;50;2;40.0;39.0;50.0;0.0;-1.0;0.0
3423;40;39;50;2;40.0;39.0;50.0;0.0;0.0;0.0
3424;40;40;50;2;40.0;39.0;50.0;0.0;-1.0;0.0
3425;40;38;50;2;40.0;39.0;50.0;0.0;1.0;0.0
